User-ID,ISBN,Book-Rating
6575,0312990456,9
6575,0316776963,8
6575,0316777722,9
6575,034536676X,7
6575,0345391802,8
6575,0345413350,5
6575,0375502238,7
6575,0375705856,8
6575,0375706771,7
6575,0375725784,7
6575,0380002930,4
6575,0380977788,9
6575,038533334X,4
6575,0385335482,5
6575,0385484518,6
6575,0385720106,7
6575,0385722206,9
6575,0446604666,7
6575,0446606812,2
6575,0446672211,8
6575,0451163966,8
6575,0452282152,6
6575,0553279912,7
6575,0609804138,8
6575,0671001795,9
6575,0679429220,6
6575,0679731148,7
6575,0679745203,8
6575,0679746048,9
6575,067976402X,7
6575,068484267X,9
6575,0743227441,7
6575,080410526X,5
6575,0804106304,9
6575,080410753X,8
6575,0804111359,2
6575,1400031354,9
6575,1400034779,9
7346,0060096195,8
7346,0060987103,7
7346,0064472272,6
7346,014029628X,8
7346,0312265867,6
7346,0312924585,9
7346,0312966970,8
7346,0312976275,7
7346,0312980140,8
7346,0316096199,8
7346,0345348036,8
7346,0345361792,9
7346,0345370775,8
7346,0345380371,9
7346,0345391055,7
7346,0375726403,8
7346,0380977788,9
7346,0385335881,8
7346,0385479565,8
7346,0385730586,7
7346,0425147622,8
7346,0425154092,8
7346,043936213X,9
7346,0440221471,9
7346,0440225701,10
7346,0440234743,9
7346,0440236673,8
7346,0440241073,8
7346,0446359866,7
7346,0449003787,8
7346,0449219364,8
7346,0449219461,7
7346,0451526341,8
7346,0553284789,6
7346,0590353403,10
7346,0609804138,7
7346,0670892963,7
7346,0671001795,8
7346,0671617028,8
7346,0684872153,7
7346,0743227441,9
7346,0786868716,7
7346,0804106304,9
7346,080410753X,8
7346,155874262X,7
7346,1559029838,8
8245,0060199652,6
8245,0142001430,9
8245,0156027321,9
8245,0156528207,8
8245,0312195516,9
8245,0316777722,8
8245,0316969443,7
8245,0345446860,7
8245,0385722206,7
8245,039592720X,8
8245,0439064872,8
8245,044021145X,9
8245,0440215625,7
8245,0440224764,8
8245,0446606324,9
8245,0452282152,10
8245,0452282829,6
8245,0452284449,9
8245,0515131229,8
8245,0553268880,9
8245,0609804138,9
8245,0671038184,8
8245,0671708635,8
8245,0684874350,8
8245,080213825X,8
8245,140003065X,9
8253,0060391626,9
8253,0060915544,9
8253,0060928336,10
8253,0060929871,10
8253,0060930535,10
8253,0060977493,8
8253,014023313X,10
8253,0316569321,10
8253,0316601950,9
8253,0316666343,10
8253,034536676X,10
8253,0345436911,8
8253,0375703861,8
8253,0375726403,7
8253,0380977788,10
8253,038572179X,10
8253,039592720X,10
8253,0425152251,10
8253,044021145X,9
8253,0441172717,9
8253,0446310786,10
8253,0446520802,10
8253,0446531332,10
8253,0449212602,10
8253,0590353403,8
8253,0671021001,10
8253,0671867113,10
8253,067976402X,10
8253,080411109X,9
8454,0060977493,8
8454,0060987103,10
8454,0060987529,9
8454,0060987561,6
8454,0140293248,7
8454,0140298479,8
8454,0142000205,7
8454,0142001740,9
8454,0142001805,8
8454,0156027321,9
8454,0316569321,6
8454,0316601950,9
8454,0316780375,8
8454,0316781266,8
8454,0375412824,6
8454,0375703861,7
8454,0385720106,6
8454,038572179X,8
8454,0452269571,10
8454,0679731148,10
8454,0743418174,8
8454,0767905180,8
8454,0805063897,9
8454,1400032717,10
10314,0060976845,9
10314,014023313X,5
10314,0142000205,6
10314,0312195516,9
10314,0316601950,8
10314,0316776963,7
10314,0375700757,6
10314,0375702709,7
10314,0375727132,6
10314,0380730138,5
10314,0385265700,6
10314,038572179X,7
10314,0446310786,9
10314,0553572997,8
10314,068484477X,7
10314,0743227441,9
10314,0743418174,9
10314,0786867647,9
10314,1558744150,6
10314,1573225789,8
10314,1573229326,7
10447,0060915544,9
10447,0060916508,7
10447,0060928336,9
10447,0060976845,8
10447,0060987529,9
10447,014025448X,9
10447,0316789089,3
10447,0345465083,10
10447,0375700757,9
10447,0375703055,6
10447,038079487X,7
10447,0385505833,7
10447,0449212602,9
10447,0451203895,5
10447,0452282152,7
10447,0452284449,9
10447,0671041789,7
10447,068484477X,9
10447,0743237188,3
10447,0743412028,4
10447,0786868716,7
10447,155874262X,6
11676,002542730X,6
11676,006016848X,9
11676,0060175400,10
11676,0060199652,10
11676,0060391626,10
11676,0060502258,8
11676,0060922532,8
11676,0060938455,10
11676,0060958022,3
11676,0060987103,9
11676,0060987529,8
11676,0060987561,9
11676,006099486X,10
11676,0061009059,8
11676,006101351X,8
11676,0061015725,6
11676,0062502182,10
11676,0064400557,9
11676,0064407667,3
11676,0064472272,10
11676,0066214122,9
11676,0070212570,7
11676,0140067477,8
11676,014023313X,6
11676,014025448X,10
11676,014028009X,8
11676,0140293248,5
11676,014029628X,7
11676,0140298479,3
11676,014100018X,10
11676,0142000205,8
11676,0142004235,10
11676,0151008116,6
11676,0156027321,6
11676,0312195516,10
11676,0312243022,7
11676,0312265859,10
11676,0312265867,8
11676,0312278586,6
11676,0312282990,8
11676,0312291639,9
11676,0312305060,9
11676,031242227X,7
11676,0312966091,8
11676,0312966970,7
11676,0312976275,7
11676,0312980159,5
11676,0312983867,4
11676,0312995423,7
11676,0316096199,10
11676,0316182540,9
11676,0316569321,10
11676,0316602906,3
11676,0316666009,8
11676,0316666343,5
11676,0316693006,10
11676,0316693200,7
11676,0316693235,5
11676,0316776963,8
11676,0316777722,10
11676,0316780375,7
11676,0316781142,9
11676,0316781266,5
11676,0316789089,8
11676,0316969443,7
11676,0345313860,8
11676,0345337662,6
11676,0345361792,10
11676,034536676X,10
11676,0345370775,8
11676,0345378482,7
11676,0345378490,9
11676,0345384466,9
11676,034538475X,6
11676,0345391055,9
11676,034540288X,10
11676,034541389X,6
11676,0345417623,10
11676,0345435168,3
11676,0345438329,6
11676,0345444884,9
11676,0345465083,7
11676,0374129983,5
11676,0375412824,9
11676,0375502238,7
11676,0375702709,7
11676,0375703055,7
11676,0375706771,6
11676,0375707972,9
11676,0375726403,7
11676,0375727132,8
11676,0375727345,7
11676,0380002930,5
11676,0380018179,6
11676,0380710218,8
11676,0380718332,9
11676,0380718340,10
11676,0380731851,6
11676,0380789019,7
11676,038079487X,10
11676,0380813815,5
11676,038082101X,8
11676,0385265700,7
11676,0385335482,10
11676,0385335830,8
11676,0385335881,8
11676,0385336179,7
11676,038542017X,8
11676,0385472951,10
11676,0385474016,10
11676,0385479565,10
11676,0385484518,9
11676,038549081X,9
11676,0385493800,8
11676,038550120X,10
11676,0385503822,8
11676,0385504209,9
11676,0385505833,8
11676,0385508042,9
11676,038550926X,5
11676,0385511612,10
11676,0385512104,9
11676,0385720106,8
11676,0385722206,9
11676,0394820371,10
11676,039592720X,8
11676,0399144463,5
11676,0399150897,8
11676,0425147622,5
11676,0425154092,8
11676,0425158616,10
11676,042516098X,5
11676,0425162443,6
11676,0425163407,8
11676,0425167313,8
11676,0425169863,8
11676,0425180638,9
11676,0425182878,9
11676,0425192725,9
11676,0439064864,10
11676,0439064872,8
11676,0439136369,9
11676,0439139597,8
11676,0439139600,10
11676,043936213X,10
11676,0440180295,8
11676,0440211263,8
11676,044021145X,1
11676,0440213525,5
11676,0440215625,8
11676,0440219078,7
11676,0440221471,9
11676,0440221595,7
11676,0440222656,1
11676,0440224624,7
11676,0440224675,8
11676,0440225701,8
11676,0440226104,7
11676,0440226430,7
11676,0440234743,9
11676,0440235596,6
11676,0440236673,8
11676,044023722X,8
11676,0440241073,8
11676,0440498058,8
11676,0440998050,10
11676,0441003257,7
11676,0441569595,8
11676,0441790348,8
11676,0446364193,8
11676,044651652X,8
11676,044651862X,10
11676,0446520802,10
11676,0446531332,9
11676,0446532231,7
11676,0446601241,9
11676,0446604666,10
11676,0446604801,8
11676,0446605239,6
11676,0446606189,9
11676,0446607711,9
11676,0446608815,6
11676,0446608955,7
11676,0446609404,5
11676,0446610038,10
11676,0446610399,10
11676,0446611212,6
11676,0446611867,8
11676,0446612545,6
11676,0446612790,8
11676,0446670251,8
11676,0446672211,10
11676,0449003787,7
11676,0449005615,10
11676,0449006522,8
11676,0449212602,10
11676,0449219364,7
11676,0449221482,7
11676,0451156609,7
11676,0451169530,5
11676,0451172817,8
11676,0451184963,9
11676,0451526341,10
11676,0452264464,8
11676,0452269571,9
11676,0452282829,10
11676,0452283205,7
11676,0515126772,10
11676,0515128554,8
11676,0515132020,10
11676,0515132187,9
11676,051513287X,10
11676,0515133973,6
11676,0515135062,9
11676,0515136530,10
11676,055321313X,7
11676,0553268880,10
11676,0553272535,10
11676,0553273914,6
11676,0553277472,7
11676,0553279378,8
11676,0553279556,6
11676,0553280341,10
11676,0553280368,10
11676,0553284789,4
11676,0553296981,7
11676,0553375407,10
11676,055356451X,9
11676,0553572997,7
11676,0553574574,10
11676,0553579754,8
11676,0553580221,9
11676,0553582127,7
11676,0553582135,8
11676,0553582747,7
11676,0590353403,8
11676,059035342X,10
11676,0609610597,6
11676,0609804138,10
11676,0670880728,5
11676,0670892963,7
11676,0670894605,10
11676,0671001795,10
11676,0671003755,1
11676,0671004530,7
11676,0671004573,10
11676,0671011367,8
11676,0671014196,8
11676,067102423X,8
11676,0671027344,8
11676,0671027387,10
11676,0671028375,10
11676,0671038184,4
11676,0671041789,5
11676,0671042262,7
11676,0671042858,10
11676,0671510053,9
11676,0671693816,10
11676,0671793489,8
11676,0679731148,5
11676,0679734775,9
11676,0679745203,10
11676,0679751521,9
11676,067976402X,10
11676,0684801523,5
11676,0684833395,8
11676,068484477X,4
11676,0684848783,6
11676,0684865742,8
11676,0684867621,3
11676,0684872153,9
11676,0684874350,7
11676,0688177751,8
11676,0743203631,7
11676,0743206045,8
11676,0743211383,8
11676,0743225406,10
11676,0743237188,6
11676,0743411250,8
11676,0743412028,7
11676,0743418174,8
11676,0743418204,10
11676,0743436210,8
11676,074343627X,10
11676,0743467523,8
11676,0767900383,8
11676,0767902521,8
11676,0767905385,10
11676,0786868716,9
11676,0786881852,6
11676,0786885688,9
11676,0802130208,3
11676,080213825X,3
11676,080410526X,6
11676,080410753X,8
11676,080411109X,9
11676,0804111359,6
11676,0804114986,8
11676,0812511816,8
11676,0812550706,9
11676,0842329129,9
11676,0842329218,10
11676,0842329242,8
11676,0871136791,8
11676,0894805770,10
11676,0971880107,6
11676,1400031354,8
11676,155874262X,7
11676,1558744150,10
11676,1558745157,10
11676,1559029838,9
11676,1573225789,10
11676,1573227331,5
11676,1573229326,7
11676,1573229571,7
11676,1592400876,9
13552,0060096195,7
13552,0140298479,9
13552,0141000198,9
13552,0312995423,8
13552,0345384466,10
13552,0380710218,8
13552,0380718340,7
13552,0385484518,10
13552,0385504209,10
13552,0425154092,8
13552,0425169863,9
13552,0425172546,7
13552,0440211727,9
13552,0440214041,9
13552,0440220602,7
13552,0440221471,8
13552,044022165X,8
13552,0440224764,9
13552,0440234743,8
13552,0440241537,8
13552,044651652X,8
13552,0451156609,10
13552,0515126772,8
13552,0515128546,7
13552,0515128554,7
13552,0515133973,9
13552,0553260111,8
13552,0743418174,10
13552,0743418204,9
13552,0786868716,9
16795,0060930535,4
16795,0060976845,7
16795,0061009059,9
16795,0062502182,8
16795,0064407667,8
16795,0070212570,9
16795,0140244824,6
16795,0142000205,9
16795,0142001740,10
16795,0151008116,10
16795,0312195516,9
16795,0312291639,9
16795,0312305060,8
16795,031242227X,9
16795,0312966970,8
16795,0312980140,6
16795,0316182540,8
16795,0316569321,9
16795,0316666343,10
16795,0316693235,9
16795,0316769487,8
16795,0316781142,9
16795,0345339703,8
16795,0345342968,8
16795,0345378490,7
16795,0345387651,5
16795,0345417623,5
16795,0345435168,8
16795,0345438329,9
16795,0345439104,8
16795,0375412824,10
16795,0375502238,8
16795,0375703063,8
16795,0375706771,7
16795,0375707972,5
16795,0375726403,4
16795,0375727345,9
16795,0380002930,6
16795,0380730138,8
16795,038533334X,6
16795,0385420161,7
16795,0385492081,5
16795,0385498802,9
16795,0385503822,8
16795,0385504209,10
16795,0385505833,10
16795,0385720106,9
16795,0399144463,7
16795,0425162443,9
16795,0425182878,5
16795,0440211263,9
16795,0440213525,5
16795,0440214041,6
16795,044022165X,5
16795,0440222656,9
16795,0440224675,5
16795,0440226104,5
16795,0440226430,9
16795,0440236703,9
16795,0446364193,8
16795,044651652X,9
16795,044651862X,6
16795,0446531332,9
16795,0446605239,10
16795,0446607657,9
16795,0446608955,8
16795,0446609404,8
16795,0446610038,9
16795,0446610399,6
16795,0446672211,8
16795,0449006522,7
16795,0451177096,8
16795,0451184963,8
16795,0451524934,8
16795,0515136530,8
16795,0553250426,7
16795,0553268880,5
16795,0553296981,8
16795,0553579754,8
16795,0553582747,8
16795,0670880728,7
16795,0670894605,10
16795,0671001795,7
16795,0671021001,10
16795,0671041789,7
16795,0671042262,8
16795,0671510053,5
16795,0671708635,7
16795,0679745203,7
16795,0679746048,9
16795,0684801523,6
16795,068484477X,7
16795,0684874350,7
16795,0743203631,8
16795,0743211375,9
16795,0743237188,9
16795,0743418174,9
16795,0786867647,10
16795,0786868716,8
16795,0786881852,9
16795,0786885688,7
16795,0842329129,9
16795,0842329242,9
16795,1400032717,10
16795,1558743669,10
16795,1558744150,8
16795,1573229326,9
17950,0064407667,10
17950,0316769487,9
17950,0345443284,4
17950,0375702709,8
17950,0380730138,3
17950,038529929X,8
17950,0385484518,8
17950,0385490992,5
17950,0385493800,5
17950,0385497466,5
17950,0440211727,5
17950,0440213525,5
17950,0446310786,8
17950,044651652X,9
17950,0446605239,6
17950,0446608955,10
17950,0452282829,5
17950,0553296981,8
17950,068484267X,5
17950,0684867621,5
17950,0684874350,8
17950,0786817070,5
17950,080411109X,2
17950,1558744150,8
20180,0060502258,8
20180,0060928336,10
20180,0060930535,8
20180,0060976845,8
20180,0061015725,8
20180,0070212570,9
20180,014028009X,5
20180,0140298479,8
20180,0312195516,10
20180,0312243022,8
20180,0345436911,8
20180,0345439104,8
20180,0446672211,8
20180,0449219364,8
20180,0449221512,8
20180,0451169530,10
20180,0553271636,8
20180,0553279556,8
20180,0553280341,8
20180,0553280368,8
20180,0553284789,8
20180,0671041789,10
20180,0743227441,8
20180,1573225789,10
21014,0060175400,7
21014,0060915544,8
21014,0060921145,8
21014,0060928336,8
21014,0060932759,8
21014,0060959037,8
21014,0064400557,10
21014,0064407667,8
21014,0070212570,8
21014,0140177396,8
21014,014023313X,3
21014,0140293248,8
21014,014029628X,8
21014,0142004235,10
21014,0312195516,9
21014,0312278586,7
21014,0312305060,8
21014,0312971346,6
21014,0316284955,7
21014,0316569321,8
21014,0316781142,6
21014,0316789089,8
21014,0345370775,5
21014,0345387651,8
21014,0374129983,8
21014,0375700757,8
21014,0375705856,7
21014,0375707972,4
21014,0375726403,8
21014,0380710218,8
21014,0385335881,6
21014,0385420161,3
21014,0385722206,8
21014,0425147622,8
21014,0425158616,7
21014,0425162443,7
21014,0425163407,8
21014,0425167313,8
21014,0439064872,9
21014,0440211263,8
21014,0440235596,8
21014,0451169530,8
21014,0452282152,8
21014,0452284449,5
21014,0553250426,10
21014,0553250531,9
21014,0553268880,5
21014,0553296981,8
21014,0670894605,8
21014,0671041789,7
21014,0671510053,8
21014,0679746048,7
21014,067976402X,7
21014,0871136791,9
21014,1573229571,2
22625,0060930535,9
22625,0060977493,9
22625,0060987561,10
22625,0099771519,10
22625,0142001430,10
22625,0142001740,9
22625,0316601950,10
22625,0316666343,10
22625,0316769487,10
22625,0316781142,8
22625,0316899984,10
22625,0345339681,10
22625,0345350499,10
22625,0345387651,10
22625,0345439104,9
22625,0345443284,10
22625,0375706771,10
22625,0375727345,9
22625,0380730138,9
22625,038533334X,10
22625,0385484518,10
22625,038550120X,10
22625,0385722206,9
22625,0425162443,9
22625,0425167313,9
22625,0439064864,10
22625,043935806X,10
22625,044651862X,9
22625,0451166892,9
22625,0452264464,9
22625,0452282829,8
22625,0553250531,10
22625,059035342X,10
22625,0671038184,8
22625,0679745203,10
22625,067976402X,10
22625,0684865742,8
22625,0743237188,9
22625,0786868716,9
23872,0060916508,7
23872,0312924585,10
23872,0345313860,10
23872,0345337662,9
23872,0345339703,10
23872,0345342968,9
23872,0345361792,6
23872,034538475X,8
23872,0345391802,10
23872,0439064864,10
23872,0439136350,10
23872,0439139597,10
23872,0440211727,9
23872,0440219078,9
23872,0446606812,7
23872,0451524934,7
23872,0553279378,7
23872,068484477X,8
23872,0812511816,10
23872,1558743669,8
23872,1558745157,10
23902,0060977493,8
23902,0099771519,10
23902,0140177396,7
23902,014023313X,9
23902,014028009X,9
23902,0140298479,10
23902,0142001430,8
23902,0156628708,8
23902,0312924585,5
23902,0345361792,10
23902,034536676X,10
23902,0345370775,7
23902,0345387651,9
23902,0345424719,10
23902,0375703861,9
23902,0380018179,8
23902,0385420161,8
23902,038549081X,8
23902,0385490992,6
23902,044021145X,5
23902,0440215625,5
23902,0440220602,5
23902,044023722X,6
23902,0446310786,7
23902,0451183665,8
23902,0451203895,7
23902,0451526341,9
23902,0553279912,7
23902,0679745203,9
23902,0684801523,10
23902,068484267X,7
23902,1573229326,8
27472,0060928336,10
27472,0064472272,10
27472,0316284955,7
27472,0316666343,10
27472,0345384466,10
27472,0380977788,8
27472,044021145X,8
27472,0440219078,10
27472,0440226104,9
27472,0440498058,10
27472,0446310786,10
27472,0446605239,7
27472,0446610038,8
27472,0553268880,9
27472,0553279912,5
27472,0553580221,8
27472,0671028375,8
27472,0671617028,10
27472,067976402X,8
27472,0743211375,6
27472,074343627X,8
27472,0842329242,9
28177,0060199652,6
28177,0060930535,10
28177,0060976845,5
28177,0060977493,5
28177,0060987103,8
28177,006101351X,9
28177,0061097101,8
28177,0156027321,9
28177,0312291639,8
28177,0375700757,7
28177,0375702709,9
28177,0375703055,10
28177,037570504X,4
28177,0375707972,6
28177,0375727345,10
28177,0385484518,9
28177,0385498802,7
28177,0446364193,7
28177,0446608815,6
28177,0452283205,10
28177,0671024248,8
28177,0671041789,6
28177,0679746048,7
28177,0812550706,10
28177,1558743669,9
28634,014028009X,7
28634,0312924585,10
28634,0316666343,10
28634,0345370775,9
28634,0345391055,7
28634,0380710218,9
28634,0385511612,9
28634,0425147622,10
28634,0425172546,9
28634,0425180638,10
28634,0425182908,10
28634,0440206154,10
28634,044021145X,10
28634,0440211727,10
28634,0440214041,10
28634,0440220602,10
28634,0440221471,10
28634,0440224675,10
28634,0440226104,9
28634,044023722X,9
28634,0440241537,10
28634,044651652X,10
28634,0446608955,10
28634,0446609404,10
28634,0553582135,10
28634,0671024248,10
28634,0671041789,10
28634,068484267X,10
28634,0684865742,10
28634,0684872153,10
30735,0060502258,8
30735,0070212570,9
30735,0141000198,4
30735,0312195516,10
30735,0312966970,10
30735,0312971346,10
30735,0345350499,9
30735,0345387651,5
30735,0380002930,9
30735,0385484518,10
30735,0399149155,10
30735,0439064864,9
30735,0439064872,9
30735,0439136350,9
30735,0439139597,10
30735,043935806X,10
30735,0446394521,9
30735,0449219364,10
30735,0449219461,10
30735,0449221512,10
30735,0553250426,9
30735,0553271636,10
30735,0553279556,10
30735,0553279912,10
30735,0553280341,10
30735,0553280368,10
30735,0553284789,10
30735,0590353403,10
30735,059035342X,10
30735,0671021001,8
30735,0786817070,7
30735,080411109X,9
30972,0060928336,10
30972,014100018X,7
30972,0316601950,9
30972,0375707972,8
30972,0380710218,8
30972,0425158616,8
30972,0425163407,9
30972,0425175405,5
30972,044021145X,8
30972,0440222656,8
30972,044023722X,9
30972,0446601241,7
30972,0446605484,9
30972,0446606812,6
30972,0446607711,5
30972,0446610100,9
30972,0449003795,8
30972,0452282829,9
30972,0553268880,8
30972,055356451X,8
30972,0671004573,7
30972,0671038184,9
30972,0671867156,8
30972,0971880107,1
31315,0142000205,9
31315,0316693006,10
31315,0316693200,10
31315,0316693235,10
31315,0316780375,8
31315,0345313860,10
31315,0375727345,9
31315,0385472951,8
31315,0385493800,10
31315,0385497466,4
31315,038550120X,6
31315,0425169863,9
31315,0440214041,6
31315,0440234743,10
31315,0441304834,10
31315,0446606189,10
31315,0553250531,10
31315,0671693816,9
31315,0684867621,9
31315,0743206045,10
31315,0786881852,7
31393,0060391626,9
31393,0060930535,8
31393,0060932759,8
31393,006101351X,8
31393,0140293248,6
31393,0142001740,8
31393,0345339681,5
31393,0345361792,10
31393,034536676X,8
31393,0375706771,8
31393,0385474016,7
31393,0385720106,5
31393,0439064872,10
31393,0439136369,5
31393,0440235596,8
31393,0452282829,8
31393,0515132020,5
31393,059035342X,10
31393,0684872153,5
31393,0767902521,8
31393,0804114986,8
31826,0380018179,10
31826,0385504209,10
31826,0451156609,10
31826,0451167317,10
31826,0451172817,10
31826,0451176464,10
31826,0451177096,10
31826,0451184963,9
31826,0553579754,10
31826,0553580221,10
31826,0553582747,10
31826,0553582755,10
31826,0671004530,10
31826,0671004573,10
31826,067102423X,10
31826,0671024248,10
31826,0671042858,7
31826,0671758896,10
31826,0671793489,10
31826,0671867113,10
31826,0671867156,10
31826,0743211375,10
31826,074343627X,10
31826,0971880107,1
35859,0060502258,7
35859,0060934417,9
35859,0061009059,10
35859,0070212570,10
35859,0142001740,9
35859,0312195516,10
35859,0312278586,8
35859,0312966091,9
35859,0312971346,9
35859,0312980140,8
35859,0316666343,6
35859,0316693200,7
35859,0316693235,8
35859,0345342968,10
35859,0345369947,9
35859,0375700757,7
35859,0375703055,9
35859,0375707972,6
35859,0380718332,9
35859,0380718340,8
35859,038079487X,8
35859,0385503822,6
35859,0385722206,8
35859,0425162443,9
35859,0425182908,4
35859,044021145X,10
35859,0446394521,3
35859,0446610038,7
35859,0446612790,8
35859,0449219461,8
35859,0449221512,7
35859,0451156609,7
35859,0451167317,8
35859,0451183665,3
35859,0553279556,8
35859,059035342X,10
35859,0670894605,8
35859,0671001795,8
35859,0671004530,7
35859,068484477X,10
35859,0684867621,6
35859,0688177751,7
35859,0743418174,7
35859,0804106304,8
35859,0842329129,9
35859,0842329242,9
35859,0871136791,7
35859,1558745157,8
36606,0060922532,5
36606,0060928336,9
36606,014029628X,8
36606,0142001740,10
36606,0312291639,10
36606,0312305060,5
36606,0385424728,10
36606,0385511612,5
36606,0425152251,5
36606,0425192725,5
36606,0440211263,5
36606,0440219078,10
36606,0440220602,10
36606,044651862X,8
36606,0446605239,10
36606,0446610399,8
36606,0449212602,9
36606,0449907481,5
36606,0553279378,5
36606,0590353403,10
36606,0679731148,5
36606,0743227441,10
36606,0786868716,10
36606,080213825X,5
36907,0060392452,10
36907,0060977493,10
36907,0060987561,10
36907,0064400557,10
36907,0140298479,10
36907,0156027321,10
36907,0312243022,8
36907,0316601950,4
36907,034536676X,10
36907,0345391802,8
36907,0345424719,10
36907,0374129983,10
36907,0380002930,10
36907,0385484518,10
36907,038549081X,10
36907,0385720955,10
36907,0439136350,10
36907,0446532231,10
36907,0452264464,10
36907,0671021001,10
36907,0684801523,10
36907,0743237188,10
36907,0786868716,7
36907,0804106304,8
36907,080411109X,9
36907,0804114986,9
36907,1878424319,10
37712,0060934417,10
37712,0060959037,10
37712,0060987103,9
37712,0061097101,10
37712,0062502182,9
37712,0070212570,10
37712,014023313X,7
37712,014028009X,10
37712,014029628X,9
37712,0142001740,9
37712,031242227X,10
37712,0345370775,8
37712,0345436911,8
37712,0374129983,7
37712,0375727345,4
37712,038542017X,10
37712,0385504209,6
37712,0385720106,7
37712,0385720955,8
37712,0385721420,9
37712,0394820371,7
37712,0440212561,10
37712,0440215625,10
37712,0440222656,8
37712,0446310786,10
37712,0446532231,10
37712,0451191145,8
37712,0452282152,8
37712,055321313X,9
37712,0553279912,4
37712,0671027360,7
37712,0671510053,9
37712,0679429220,10
37712,067976402X,9
37712,0684801523,8
37712,068484477X,7
37712,0684872153,7
37712,0804111359,4
37712,140003065X,9
37712,1573229571,8
37950,0140067477,6
37950,0312966970,8
37950,0312983867,7
37950,0345337662,5
37950,0345339711,9
37950,038549081X,8
37950,0385497466,8
37950,0399501487,9
37950,0425152251,7
37950,0425175405,7
37950,0425180638,7
37950,0439064872,8
37950,044021145X,6
37950,0440214041,7
37950,0440215625,10
37950,0440220602,4
37950,044022165X,7
37950,0441790348,7
37950,0446310786,9
37950,0446609404,5
37950,0446679593,6
37950,0451167317,7
37950,0451172817,7
37950,0451176464,7
37950,0451177096,8
37950,0451526341,9
37950,0553250531,6
37950,0553280341,8
37950,0553284789,9
37950,0553582755,4
37950,0671028375,9
37950,0671758896,5
37950,074343627X,9
37950,0812511816,10
37950,0971880107,3
37950,155874262X,6
37950,1558744630,7
40889,0060928336,9
40889,0345339681,10
40889,0345387651,5
40889,0345417623,4
40889,038542017X,8
40889,0385484518,10
40889,0385721420,5
40889,0440220602,8
40889,0440224764,10
40889,0440225701,8
40889,0440226104,6
40889,0440236703,8
40889,0446606812,10
40889,0446611867,8
40889,0515126772,10
40889,0515128554,10
40889,0515130389,8
40889,0515135062,7
40889,0553574574,6
40889,0553579754,8
40889,0671024248,7
40889,0671867113,8
40889,0679745203,7
40889,0786817070,8
40889,0786868716,5
40889,089480829X,9
40889,155874262X,10
40889,1558745157,9
43246,0060959037,9
43246,014028009X,8
43246,014100018X,10
43246,0156628708,9
43246,0312265859,8
43246,0312305060,7
43246,0312966970,10
43246,0312980140,5
43246,0316096199,9
43246,0316781266,6
43246,0316969443,9
43246,0345435168,8
43246,0345439104,8
43246,0345443284,9
43246,0375412824,8
43246,0375727345,8
43246,0380718340,10
43246,038533334X,7
43246,0385484518,10
43246,0385508042,7
43246,0385722206,8
